,simulation_id,template_id,count
421,7,descriptive_24,298
422,7,descriptive_25,298
423,7,descriptive_26,244
424,7,descriptive_27,244
425,7,descriptive_28,178
426,7,descriptive_29,178
427,7,descriptive_30,275
428,7,descriptive_31,275
429,7,descriptive_32,244
430,7,descriptive_33,244
431,7,descriptive_34,178
432,7,descriptive_35,178
433,7,descriptive_36,275
434,7,descriptive_37,275
435,7,enable_0,178
436,7,enable_1,244
437,7,enable_2,275
438,7,enable_3,300
439,7,enable_4,300
440,7,enable_5,300
441,7,prevent_0,299
442,7,prevent_1,300
443,7,prevent_2,300
444,7,prevent_3,300
445,7,prevent_4,300
446,7,prevent_5,300
447,8,cause_0,2
448,8,cause_2,127
449,8,cause_3,300
450,8,cause_4,300
451,8,cause_5,300
452,8,counterfactual_0,300
453,8,counterfactual_1,300
454,8,counterfactual_2,300
455,8,counterfactual_3,300
456,8,counterfactual_4,300
457,8,counterfactual_5,300
458,8,counterfactual_6,300
459,8,counterfactual_7,300
460,8,counterfactual_8,300
461,8,descriptive_0,300
462,8,descriptive_1,300
463,8,descriptive_2,300
464,8,descriptive_3,300
465,8,descriptive_4,300
466,8,descriptive_5,300
467,8,descriptive_6,300
468,8,descriptive_7,300
469,8,descriptive_8,300
470,8,descriptive_9,300
471,8,descriptive_10,300
472,8,descriptive_11,300
473,8,descriptive_12,300
474,8,descriptive_13,300
475,8,descriptive_14,300
476,8,descriptive_15,300
477,8,descriptive_18,2
478,8,descriptive_19,2
479,8,descriptive_20,127
480,8,descriptive_21,127
481,8,descriptive_22,299
482,8,descriptive_23,299
483,8,descriptive_24,299
484,8,descriptive_25,299
485,8,descriptive_28,2
486,8,descriptive_29,2
487,8,descriptive_30,127
488,8,descriptive_31,127
489,8,descriptive_34,2
490,8,descriptive_35,2
491,8,descriptive_36,127
492,8,descriptive_37,127
493,8,enable_0,2
494,8,enable_2,127
495,8,enable_3,300
496,8,enable_4,300
497,8,enable_5,300
498,8,prevent_0,300
499,8,prevent_1,300
500,8,prevent_2,300
501,8,prevent_3,300
502,8,prevent_4,300
503,8,prevent_5,300
504,8,cause_1,110
505,8,descriptive_16,110
506,8,descriptive_17,110
507,8,descriptive_26,110
508,8,descriptive_27,110
509,8,descriptive_32,110
510,8,descriptive_33,110
511,8,enable_1,110
512,9,cause_1,149
513,9,cause_2,174
514,9,cause_3,300
515,9,cause_4,300
516,9,cause_5,300
517,9,counterfactual_0,300
518,9,counterfactual_1,300
519,9,counterfactual_2,300
520,9,counterfactual_3,300
521,9,counterfactual_4,300
522,9,counterfactual_5,300
523,9,counterfactual_6,300
524,9,counterfactual_7,300
525,9,counterfactual_8,300
526,9,descriptive_0,300
527,9,descriptive_1,300
528,9,descriptive_2,300
529,9,descriptive_3,300
530,9,descriptive_4,300
531,9,descriptive_5,300
532,9,descriptive_6,300
533,9,descriptive_7,300
534,9,descriptive_8,300
535,9,descriptive_9,300
536,9,descriptive_10,300
537,9,descriptive_11,300
538,9,descriptive_12,300
539,9,descriptive_13,300
540,9,descriptive_14,300
541,9,descriptive_15,300
542,9,descriptive_16,149
543,9,descriptive_17,149
544,9,descriptive_20,174
545,9,descriptive_21,174
546,9,descriptive_22,269
547,9,descriptive_23,269
548,9,descriptive_24,269
549,9,descriptive_25,269
550,9,descriptive_26,149
551,9,descriptive_27,149
552,9,descriptive_30,174
553,9,descriptive_31,174
554,9,descriptive_32,149
555,9,descriptive_33,149
556,9,descriptive_36,174
557,9,descriptive_37,174
558,9,enable_1,149
559,9,enable_2,174
560,9,enable_3,300
561,9,enable_4,300
562,9,enable_5,300
563,9,prevent_0,299
564,9,prevent_1,299
565,9,prevent_2,292
566,9,prevent_3,300
567,9,prevent_4,300
568,9,prevent_5,300
569,9,cause_0,77
570,9,descriptive_18,77
571,9,descriptive_19,77
572,9,descriptive_28,77
573,9,descriptive_29,77
574,9,descriptive_34,77
575,9,descriptive_35,77
576,9,enable_0,77
577,1,cause_0,226
578,1,cause_1,270
579,1,cause_2,282
580,1,cause_3,300
581,1,cause_4,300
582,1,cause_5,300
583,1,counterfactual_0,300
584,1,counterfactual_1,300
585,1,counterfactual_2,300
586,1,counterfactual_3,300
587,1,counterfactual_4,300
588,1,counterfactual_5,300
589,1,counterfactual_6,300
590,1,counterfactual_7,300
591,1,counterfactual_8,300
592,1,descriptive_0,300
593,1,descriptive_1,300
594,1,descriptive_2,300
595,1,descriptive_3,300
596,1,descriptive_4,300
597,1,descriptive_5,300
598,1,descriptive_6,300
599,1,descriptive_7,300
600,1,descriptive_8,300
601,1,descriptive_9,300
602,1,descriptive_10,300
603,1,descriptive_11,300
604,1,descriptive_12,300
605,1,descriptive_13,300
606,1,descriptive_14,300
607,1,descriptive_15,300
608,1,descriptive_16,270
609,1,descriptive_17,270
610,1,descriptive_18,226
611,1,descriptive_19,226
612,1,descriptive_20,282
613,1,descriptive_21,282
614,1,descriptive_22,300
615,1,descriptive_23,300
616,1,descriptive_24,300
617,1,descriptive_25,300
618,1,descriptive_26,270
619,1,descriptive_27,270
620,1,descriptive_28,226
621,1,descriptive_29,226
622,1,descriptive_30,282
623,1,descriptive_31,282
624,1,descriptive_32,270
625,1,descriptive_33,270
626,1,descriptive_34,226
627,1,descriptive_35,226
628,1,descriptive_36,282
629,1,descriptive_37,282
630,1,enable_0,226
631,1,enable_1,270
632,1,enable_2,282
633,1,enable_3,300
634,1,enable_4,300
635,1,enable_5,300
636,1,prevent_0,300
637,1,prevent_1,299
638,1,prevent_2,299
639,1,prevent_3,300
640,1,prevent_4,300
641,1,prevent_5,300
