,template_id,simulation_id,answer,count
268,descriptive_34,2,False,90
269,descriptive_24,2,circle,225
270,descriptive_24,2,cube,75
271,counterfactual_3,2,0,117
272,counterfactual_3,2,3,39
273,counterfactual_3,2,2,59
274,counterfactual_3,2,1,80
275,counterfactual_3,2,4,5
276,counterfactual_1,2,True,48
277,counterfactual_1,2,False,252
278,cause_0,2,False,215
279,cause_0,2,True,32
280,descriptive_37,2,False,6
281,descriptive_37,2,True,204
282,prevent_1,2,False,293
283,prevent_1,2,True,7
284,enable_0,2,False,206
285,enable_0,2,True,41
286,descriptive_2,2,0,68
287,descriptive_2,2,1,115
288,descriptive_2,2,2,78
289,descriptive_2,2,3,33
290,descriptive_2,2,4,5
291,descriptive_2,2,5,1
292,descriptive_30,2,True,83
293,descriptive_30,2,False,127
294,descriptive_8,2,0,235
295,descriptive_8,2,3,12
296,descriptive_8,2,1,29
297,descriptive_8,2,2,22
298,descriptive_8,2,4,2
299,descriptive_15,2,1,69
300,descriptive_15,2,0,90
301,descriptive_15,2,2,73
302,descriptive_15,2,3,53
303,descriptive_15,2,4,14
304,descriptive_15,2,5,1
305,enable_2,2,False,184
306,enable_2,2,True,26
307,descriptive_16,2,1,50
308,descriptive_16,2,0,132
309,descriptive_16,2,3,3
310,descriptive_16,2,2,16
311,descriptive_16,2,4,1
312,descriptive_27,2,False,52
313,descriptive_27,2,True,150
314,descriptive_26,2,True,97
315,descriptive_26,2,False,105
316,counterfactual_4,2,3,47
317,counterfactual_4,2,2,88
318,counterfactual_4,2,1,80
319,counterfactual_4,2,4,12
320,counterfactual_4,2,0,72
321,counterfactual_4,2,5,1
322,descriptive_21,2,0,128
323,descriptive_21,2,1,54
324,descriptive_21,2,2,22
325,descriptive_21,2,3,6
326,enable_1,2,False,179
327,enable_1,2,True,23
328,enable_5,2,0,252
329,enable_5,2,1,48
330,prevent_4,2,0,264
331,prevent_4,2,1,36
332,descriptive_1,2,0,198
333,descriptive_1,2,1,99
334,descriptive_1,2,2,3
335,counterfactual_0,2,False,254
336,counterfactual_0,2,True,46
337,descriptive_28,2,True,103
338,descriptive_28,2,False,144
339,cause_4,2,0,230
340,cause_4,2,1,55
341,cause_4,2,2,15
342,descriptive_18,2,0,146
343,descriptive_18,2,2,27
344,descriptive_18,2,1,69
345,descriptive_18,2,3,4
346,descriptive_18,2,4,1
347,descriptive_14,2,1,96
348,descriptive_14,2,0,152
349,descriptive_14,2,2,34
350,descriptive_14,2,3,18
351,descriptive_9,2,1,72
352,descriptive_9,2,0,225
353,descriptive_9,2,2,3
354,descriptive_11,2,3,61
355,descriptive_11,2,2,76
356,descriptive_11,2,0,53
357,descriptive_11,2,4,22
358,descriptive_11,2,1,85
359,descriptive_11,2,5,3
360,descriptive_0,2,0,203
361,descriptive_0,2,2,21
362,descriptive_0,2,4,17
363,descriptive_0,2,1,32
364,descriptive_0,2,3,27
365,cause_5,2,0,234
366,cause_5,2,1,56
367,cause_5,2,2,9
368,cause_5,2,3,1
369,descriptive_32,3,False,126
370,descriptive_32,3,True,117
371,counterfactual_8,3,True,197
372,counterfactual_8,3,False,103
373,descriptive_4,3,0,229
374,descriptive_4,3,2,20
375,descriptive_4,3,1,47
376,descriptive_4,3,3,4
377,descriptive_17,3,0,178
378,descriptive_17,3,1,51
379,descriptive_17,3,2,14
380,descriptive_5,3,0,251
381,descriptive_5,3,1,46
382,descriptive_5,3,2,3
383,descriptive_29,3,True,34
384,descriptive_29,3,False,2
385,descriptive_25,3,circle,229
386,descriptive_25,3,triangle,36
387,descriptive_25,3,cube,30
388,descriptive_10,3,1,13
389,descriptive_10,3,0,287
390,descriptive_20,3,1,81
391,descriptive_20,3,0,174
392,descriptive_20,3,2,8
393,descriptive_31,3,False,78
394,descriptive_31,3,True,185
395,descriptive_35,3,True,34
396,descriptive_35,3,False,2
397,cause_3,3,0,299
398,cause_3,3,1,1
399,descriptive_12,3,0,223
400,descriptive_12,3,2,18
401,descriptive_12,3,1,58
402,descriptive_12,3,3,1
403,descriptive_36,3,False,156
404,descriptive_36,3,True,107
405,prevent_2,3,False,225
406,prevent_2,3,True,57
407,descriptive_33,3,True,220
408,descriptive_33,3,False,23
409,enable_4,3,0,289
410,enable_4,3,1,11
411,counterfactual_6,3,False,111
412,counterfactual_6,3,True,189
413,cause_2,3,False,249
414,cause_2,3,True,14
415,descriptive_7,3,1,121
416,descriptive_7,3,2,91
417,descriptive_7,3,0,57
418,descriptive_7,3,3,31
419,counterfactual_5,3,1,166
420,counterfactual_5,3,2,73
421,counterfactual_5,3,0,61
422,descriptive_19,3,0,36
423,enable_3,3,0,293
424,enable_3,3,1,7
425,prevent_5,3,0,231
426,prevent_5,3,1,67
427,prevent_5,3,2,2
428,counterfactual_2,3,True,105
429,counterfactual_2,3,False,195
430,cause_1,3,False,231
431,cause_1,3,True,12
432,counterfactual_7,3,False,285
433,counterfactual_7,3,True,15
434,descriptive_3,3,1,104
435,descriptive_3,3,2,120
436,descriptive_3,3,3,45
437,descriptive_3,3,0,31
438,descriptive_13,3,1,47
439,descriptive_13,3,0,252
440,descriptive_13,3,2,1
441,prevent_3,3,0,298
442,prevent_3,3,1,2
443,descriptive_22,3,blue,26
444,descriptive_22,3,brown,35
445,descriptive_22,3,purple,37
446,descriptive_22,3,green,36
447,descriptive_22,3,gray,59
448,descriptive_22,3,red,31
449,descriptive_22,3,yellow,34
450,descriptive_22,3,cyan,37
451,descriptive_23,3,blue,30
452,descriptive_23,3,brown,42
453,descriptive_23,3,purple,39
454,descriptive_23,3,green,35
455,descriptive_23,3,gray,48
456,descriptive_23,3,red,36
457,descriptive_23,3,yellow,28
458,descriptive_23,3,cyan,37
459,prevent_0,3,False,300
460,descriptive_6,3,1,123
461,descriptive_6,3,0,144
462,descriptive_6,3,2,27
463,descriptive_6,3,3,6
464,descriptive_34,3,False,31
465,descriptive_34,3,True,5
466,descriptive_24,3,circle,224
467,descriptive_24,3,triangle,39
468,descriptive_24,3,cube,32
469,counterfactual_3,3,0,77
470,counterfactual_3,3,1,137
471,counterfactual_3,3,2,86
472,counterfactual_1,3,False,294
473,counterfactual_1,3,True,6
474,cause_0,3,False,34
475,cause_0,3,True,2
476,descriptive_37,3,True,239
477,descriptive_37,3,False,24
478,prevent_1,3,False,219
479,prevent_1,3,True,50
480,enable_0,3,False,18
481,enable_0,3,True,18
482,descriptive_2,3,1,137
483,descriptive_2,3,2,41
484,descriptive_2,3,0,116
485,descriptive_2,3,3,6
486,descriptive_30,3,False,163
487,descriptive_30,3,True,100
488,descriptive_8,3,0,289
489,descriptive_8,3,1,11
490,descriptive_15,3,2,109
491,descriptive_15,3,1,136
492,descriptive_15,3,0,37
493,descriptive_15,3,3,18
494,enable_2,3,False,250
495,enable_2,3,True,13
496,descriptive_16,3,0,169
497,descriptive_16,3,1,62
498,descriptive_16,3,2,12
499,descriptive_27,3,True,164
500,descriptive_27,3,False,79
501,descriptive_26,3,False,144
502,descriptive_26,3,True,99
503,counterfactual_4,3,1,19
504,counterfactual_4,3,0,281
505,descriptive_21,3,1,60
506,descriptive_21,3,0,200
507,descriptive_21,3,2,3
508,enable_1,3,False,234
509,enable_1,3,True,9
510,enable_5,3,0,280
511,enable_5,3,1,20
512,prevent_4,3,0,258
513,prevent_4,3,1,40
514,prevent_4,3,2,2
515,descriptive_1,3,0,231
516,descriptive_1,3,1,68
517,descriptive_1,3,2,1
518,counterfactual_0,3,True,94
519,counterfactual_0,3,False,206
520,descriptive_28,3,False,36
521,cause_4,3,0,282
522,cause_4,3,1,18
523,descriptive_18,3,0,36
524,descriptive_14,3,0,132
525,descriptive_14,3,1,127
526,descriptive_14,3,2,35
527,descriptive_14,3,3,6
528,descriptive_9,3,0,298
529,descriptive_9,3,1,2
530,descriptive_11,3,1,36
531,descriptive_11,3,0,264
532,descriptive_0,3,0,218
533,descriptive_0,3,1,36
534,descriptive_0,3,3,13
535,descriptive_0,3,2,33
536,cause_5,3,0,279
537,cause_5,3,1,21
538,descriptive_32,6,False,165
539,descriptive_32,6,True,49
540,counterfactual_8,6,False,175
541,counterfactual_8,6,True,125
542,descriptive_4,6,0,240
543,descriptive_4,6,1,52
544,descriptive_4,6,2,7
545,descriptive_4,6,3,1
546,descriptive_17,6,0,196
547,descriptive_17,6,1,18
548,descriptive_5,6,0,266
549,descriptive_5,6,1,32
550,descriptive_5,6,2,2
551,descriptive_29,6,True,23
552,descriptive_29,6,False,19
553,descriptive_25,6,circle,198
554,descriptive_25,6,cube,26
555,descriptive_25,6,triangle,24
556,descriptive_10,6,0,285
557,descriptive_10,6,1,15
558,descriptive_20,6,0,193
559,descriptive_20,6,1,27
560,descriptive_20,6,2,3
561,descriptive_31,6,False,133
562,descriptive_31,6,True,90
563,descriptive_35,6,True,33
564,descriptive_35,6,False,9
565,cause_3,6,0,300
566,descriptive_12,6,0,238
567,descriptive_12,6,1,54
568,descriptive_12,6,2,7
569,descriptive_12,6,3,1
570,descriptive_36,6,False,177
571,descriptive_36,6,True,46
572,prevent_2,6,False,264
573,prevent_2,6,True,33
574,descriptive_33,6,False,70
575,descriptive_33,6,True,144
576,enable_4,6,0,275
577,enable_4,6,1,25
578,counterfactual_6,6,False,186
579,counterfactual_6,6,True,114
580,cause_2,6,False,223
581,descriptive_7,6,1,175
582,descriptive_7,6,0,86
583,descriptive_7,6,2,36
584,descriptive_7,6,3,3
585,counterfactual_5,6,1,179
586,counterfactual_5,6,0,102
587,counterfactual_5,6,2,19
588,descriptive_19,6,0,42
589,enable_3,6,0,289
590,enable_3,6,1,11
591,prevent_5,6,0,265
592,prevent_5,6,1,35
593,counterfactual_2,6,False,240
594,counterfactual_2,6,True,60
595,cause_1,6,False,214
596,counterfactual_7,6,False,283
597,counterfactual_7,6,True,17
598,descriptive_3,6,1,124
599,descriptive_3,6,2,87
600,descriptive_3,6,0,64
601,descriptive_3,6,3,25
602,descriptive_13,6,0,266
603,descriptive_13,6,1,34
604,prevent_3,6,0,292
605,prevent_3,6,1,8
606,descriptive_22,6,red,24
607,descriptive_22,6,blue,36
608,descriptive_22,6,green,32
609,descriptive_22,6,cyan,38
610,descriptive_22,6,brown,33
611,descriptive_22,6,yellow,32
612,descriptive_22,6,purple,27
613,descriptive_22,6,gray,26
614,descriptive_23,6,yellow,42
615,descriptive_23,6,blue,32
616,descriptive_23,6,green,23
617,descriptive_23,6,brown,37
618,descriptive_23,6,red,35
619,descriptive_23,6,cyan,32
620,descriptive_23,6,gray,24
621,descriptive_23,6,purple,23
622,prevent_0,6,False,297
623,prevent_0,6,True,3
624,descriptive_6,6,0,179
625,descriptive_6,6,1,113
626,descriptive_6,6,2,8
627,descriptive_34,6,False,38
628,descriptive_34,6,True,4
629,descriptive_24,6,circle,184
630,descriptive_24,6,cube,36
631,descriptive_24,6,triangle,28
632,counterfactual_3,6,1,163
633,counterfactual_3,6,0,128
634,counterfactual_3,6,2,9
635,counterfactual_1,6,False,291
636,counterfactual_1,6,True,9
637,cause_0,6,False,42
638,descriptive_37,6,False,71
639,descriptive_37,6,True,152
640,prevent_1,6,False,268
641,prevent_1,6,True,29
642,enable_0,6,False,25
643,enable_0,6,True,17
644,descriptive_2,6,1,121
645,descriptive_2,6,2,27
646,descriptive_2,6,0,151
647,descriptive_2,6,3,1
648,descriptive_30,6,False,197
649,descriptive_30,6,True,26
650,descriptive_8,6,0,283
651,descriptive_8,6,1,17
652,descriptive_15,6,1,172
653,descriptive_15,6,0,77
654,descriptive_15,6,2,48
655,descriptive_15,6,3,3
656,enable_2,6,False,200
657,enable_2,6,True,23
658,descriptive_16,6,0,195
659,descriptive_16,6,1,18
660,descriptive_16,6,2,1
661,descriptive_27,6,False,136
662,descriptive_27,6,True,78
663,descriptive_26,6,False,183
664,descriptive_26,6,True,31
665,counterfactual_4,6,0,276
666,counterfactual_4,6,1,24
667,descriptive_21,6,0,192
668,descriptive_21,6,1,30
669,descriptive_21,6,2,1
670,enable_1,6,False,187
671,enable_1,6,True,27
672,enable_5,6,0,282
673,enable_5,6,1,18
674,prevent_4,6,0,262
675,prevent_4,6,2,3
676,prevent_4,6,1,35
677,descriptive_1,6,0,250
678,descriptive_1,6,1,49
679,descriptive_1,6,2,1
680,counterfactual_0,6,False,255
681,counterfactual_0,6,True,45
682,descriptive_28,6,False,42
683,cause_4,6,0,300
684,descriptive_18,6,0,42
685,descriptive_14,6,0,168
686,descriptive_14,6,1,123
687,descriptive_14,6,2,9
688,descriptive_9,6,0,293
689,descriptive_9,6,1,7
690,descriptive_11,6,0,258
691,descriptive_11,6,1,42
692,descriptive_0,6,1,51
693,descriptive_0,6,2,22
694,descriptive_0,6,0,223
695,descriptive_0,6,3,4
696,cause_5,6,0,300
697,descriptive_32,10,False,157
698,descriptive_32,10,True,139
699,counterfactual_8,10,True,216
700,counterfactual_8,10,False,84
701,descriptive_4,10,0,208
702,descriptive_4,10,1,79
703,descriptive_4,10,2,12
704,descriptive_4,10,3,1
705,descriptive_17,10,0,202
706,descriptive_17,10,1,87
707,descriptive_17,10,2,7
708,descriptive_5,10,0,245
709,descriptive_5,10,2,6
710,descriptive_5,10,1,49
711,descriptive_29,10,False,208
712,descriptive_29,10,True,10
713,descriptive_25,10,circle,55
714,descriptive_25,10,triangle,49
715,descriptive_25,10,cube,48
716,descriptive_10,10,1,117
717,descriptive_10,10,0,178
718,descriptive_10,10,2,5
719,descriptive_20,10,0,114
720,descriptive_20,10,2,42
721,descriptive_20,10,1,144
722,descriptive_31,10,False,267
723,descriptive_31,10,True,33
724,descriptive_35,10,False,186
725,descriptive_35,10,True,32
726,cause_3,10,0,298
727,cause_3,10,1,2
728,descriptive_12,10,0,170
729,descriptive_12,10,2,19
730,descriptive_12,10,1,110
731,descriptive_12,10,3,1
732,descriptive_36,10,False,173
733,descriptive_36,10,True,127
734,prevent_2,10,False,224
735,descriptive_33,10,False,275
736,descriptive_33,10,True,21
737,enable_4,10,0,300
738,counterfactual_6,10,True,187
739,counterfactual_6,10,False,113
740,cause_2,10,False,298
741,cause_2,10,True,2
742,descriptive_7,10,1,95
743,descriptive_7,10,2,183
744,descriptive_7,10,3,18
745,descriptive_7,10,0,4
746,counterfactual_5,10,0,8
747,counterfactual_5,10,2,131
748,counterfactual_5,10,1,161
749,descriptive_19,10,0,202
750,descriptive_19,10,1,14
751,descriptive_19,10,2,2
752,enable_3,10,0,300
753,prevent_5,10,0,300
754,counterfactual_2,10,False,176
755,counterfactual_2,10,True,124
756,cause_1,10,False,296
757,counterfactual_7,10,False,224
758,counterfactual_7,10,True,76
759,descriptive_3,10,1,60
760,descriptive_3,10,0,230
761,descriptive_3,10,2,9
762,descriptive_3,10,3,1
763,descriptive_13,10,0,228
764,descriptive_13,10,1,68
765,descriptive_13,10,2,4
766,prevent_3,10,0,300
767,descriptive_22,10,blue,12
768,descriptive_22,10,gray,30
769,descriptive_22,10,purple,17
770,descriptive_22,10,red,18
771,descriptive_22,10,brown,17
772,descriptive_22,10,cyan,17
773,descriptive_22,10,green,28
774,descriptive_22,10,yellow,13
775,descriptive_23,10,green,26
776,descriptive_23,10,brown,17
777,descriptive_23,10,gray,28
778,descriptive_23,10,purple,25
779,descriptive_23,10,red,15
780,descriptive_23,10,cyan,21
781,descriptive_23,10,blue,9
782,descriptive_23,10,yellow,11
783,prevent_0,10,False,297
784,descriptive_6,10,0,101
785,descriptive_6,10,1,141
786,descriptive_6,10,2,54
787,descriptive_6,10,3,4
788,descriptive_34,10,False,155
789,descriptive_34,10,True,63
790,descriptive_24,10,triangle,53
791,descriptive_24,10,circle,56
792,descriptive_24,10,cube,43
793,counterfactual_3,10,0,37
794,counterfactual_3,10,1,181
795,counterfactual_3,10,2,82
796,counterfactual_1,10,False,247
797,counterfactual_1,10,True,53
798,cause_0,10,False,214
799,cause_0,10,True,4
800,descriptive_37,10,False,264
801,descriptive_37,10,True,36
802,prevent_1,10,False,282
803,enable_0,10,False,218
804,descriptive_2,10,1,31
805,descriptive_2,10,0,266
806,descriptive_2,10,2,2
807,descriptive_2,10,3,1
808,descriptive_30,10,False,186
809,descriptive_30,10,True,114
810,descriptive_8,10,0,240
811,descriptive_8,10,1,55
812,descriptive_8,10,2,5
813,descriptive_15,10,1,44
814,descriptive_15,10,3,76
815,descriptive_15,10,2,180
816,enable_2,10,False,300
817,descriptive_16,10,0,188
818,descriptive_16,10,2,14
819,descriptive_16,10,1,94
820,descriptive_27,10,False,275
821,descriptive_27,10,True,21
822,descriptive_26,10,False,162
823,descriptive_26,10,True,134
824,counterfactual_4,10,1,141
825,counterfactual_4,10,0,147
826,counterfactual_4,10,2,12
827,descriptive_21,10,0,167
828,descriptive_21,10,2,19
829,descriptive_21,10,1,114
830,enable_1,10,False,296
831,enable_5,10,0,300
832,prevent_4,10,0,300
833,descriptive_1,10,0,290
834,descriptive_1,10,1,10
835,counterfactual_0,10,False,189
836,counterfactual_0,10,True,111
837,descriptive_28,10,False,214
838,descriptive_28,10,True,4
839,cause_4,10,0,299
840,cause_4,10,1,1
841,descriptive_18,10,0,204
842,descriptive_18,10,1,13
843,descriptive_18,10,2,1
844,descriptive_14,10,1,143
845,descriptive_14,10,2,79
846,descriptive_14,10,0,63
847,descriptive_14,10,3,15
848,descriptive_9,10,0,273
849,descriptive_9,10,1,26
850,descriptive_9,10,2,1
851,descriptive_11,10,1,190
852,descriptive_11,10,0,82
853,descriptive_11,10,2,25
854,descriptive_11,10,3,3
855,descriptive_0,10,0,275
856,descriptive_0,10,1,22
857,descriptive_0,10,2,2
858,descriptive_0,10,3,1
859,cause_5,10,0,298
860,cause_5,10,1,2
861,descriptive_32,5,False,102
862,descriptive_32,5,True,33
863,counterfactual_8,5,False,189
864,counterfactual_8,5,True,111
865,descriptive_4,5,0,262
866,descriptive_4,5,1,35
867,descriptive_4,5,2,3
868,descriptive_17,5,0,118
869,descriptive_17,5,1,17
870,descriptive_5,5,0,280
871,descriptive_5,5,1,20
872,descriptive_29,5,False,82
873,descriptive_29,5,True,39
874,descriptive_25,5,circle,110
875,descriptive_25,5,cube,31
876,descriptive_25,5,triangle,32
877,descriptive_10,5,0,235
878,descriptive_10,5,1,57
879,descriptive_10,5,2,8
880,descriptive_20,5,0,155
881,descriptive_20,5,1,57
882,descriptive_31,5,False,155
883,descriptive_31,5,True,57
884,descriptive_35,5,False,71
885,descriptive_35,5,True,50
886,cause_3,5,0,295
887,cause_3,5,1,5
888,descriptive_12,5,2,5
889,descriptive_12,5,0,237
890,descriptive_12,5,1,58
891,descriptive_36,5,False,163
892,descriptive_36,5,True,49
893,prevent_2,5,False,290
894,prevent_2,5,True,9
895,descriptive_33,5,False,96
896,descriptive_33,5,True,39
897,enable_4,5,0,298
898,enable_4,5,1,2
899,counterfactual_6,5,False,247
900,counterfactual_6,5,True,53
901,cause_2,5,False,207
902,cause_2,5,True,5
903,descriptive_7,5,1,91
904,descriptive_7,5,0,165
905,descriptive_7,5,2,43
906,descriptive_7,5,3,1
907,counterfactual_5,5,1,137
908,counterfactual_5,5,0,122
909,counterfactual_5,5,2,41
910,descriptive_19,5,0,109
911,descriptive_19,5,1,12
912,enable_3,5,0,300
913,prevent_5,5,0,293
914,prevent_5,5,1,7
915,counterfactual_2,5,True,75
916,counterfactual_2,5,False,225
917,cause_1,5,False,131
918,cause_1,5,True,4
919,counterfactual_7,5,False,236
920,counterfactual_7,5,True,64
921,descriptive_3,5,1,93
922,descriptive_3,5,0,160
923,descriptive_3,5,2,42
924,descriptive_3,5,3,5
925,descriptive_13,5,0,253
926,descriptive_13,5,1,45
927,descriptive_13,5,2,2
928,prevent_3,5,0,291
929,prevent_3,5,1,9
930,descriptive_22,5,purple,17
931,descriptive_22,5,brown,18
932,descriptive_22,5,green,27
933,descriptive_22,5,blue,21
934,descriptive_22,5,red,27
