,template_id,simulation_id,answer,count
84,descriptive_24,4,circle,300
85,counterfactual_3,4,3,209
86,counterfactual_3,4,1,8
87,counterfactual_3,4,2,8
88,counterfactual_1,4,False,300
89,descriptive_37,4,True,69
90,descriptive_37,4,False,69
91,prevent_1,4,False,46
92,prevent_1,4,True,46
93,descriptive_2,4,2,31
94,descriptive_2,4,1,31
95,descriptive_2,4,0,31
96,descriptive_2,4,3,9
97,descriptive_2,4,4,1
98,descriptive_30,4,False,54
99,descriptive_30,4,True,54
100,descriptive_15,4,3,165
101,descriptive_15,4,4,68
102,descriptive_15,4,2,2
103,descriptive_15,4,1,2
104,descriptive_8,4,0,300
105,enable_2,4,False,12
106,enable_2,4,True,12
107,descriptive_16,4,1,73
108,descriptive_16,4,2,73
109,descriptive_16,4,0,73
110,descriptive_16,4,3,37
111,descriptive_27,4,False,145
112,descriptive_27,4,True,145
113,descriptive_26,4,True,21
114,descriptive_26,4,False,21
115,counterfactual_4,4,0,300
116,descriptive_21,4,2,73
117,descriptive_21,4,1,73
118,descriptive_21,4,0,73
119,descriptive_21,4,3,16
120,enable_1,4,False,4
121,enable_1,4,True,4
122,enable_5,4,1,1
123,enable_5,4,0,1
124,enable_5,4,2,1
125,prevent_4,4,0,4
126,prevent_4,4,2,4
127,prevent_4,4,1,4
128,descriptive_1,4,0,2
129,descriptive_1,4,2,2
130,descriptive_1,4,1,2
131,counterfactual_0,4,True,109
132,counterfactual_0,4,False,109
133,cause_4,4,0,300
134,descriptive_14,4,3,30
135,descriptive_14,4,1,38
136,descriptive_14,4,0,38
137,descriptive_14,4,2,38
138,descriptive_14,4,4,3
139,descriptive_9,4,0,300
140,descriptive_11,4,0,300
141,descriptive_0,4,2,7
142,descriptive_0,4,0,7
143,descriptive_0,4,1,7
144,descriptive_0,4,3,11
145,descriptive_0,4,4,4
146,cause_5,4,0,300
147,descriptive_32,2,False,38
148,descriptive_32,2,True,38
149,counterfactual_8,2,True,131
150,counterfactual_8,2,False,131
151,descriptive_4,2,1,9
152,descriptive_4,2,4,1
153,descriptive_4,2,2,9
154,descriptive_4,2,0,9
155,descriptive_4,2,3,17
156,descriptive_17,2,0,25
157,descriptive_17,2,2,25
158,descriptive_17,2,1,25
159,descriptive_17,2,3,6
160,descriptive_29,2,False,26
161,descriptive_29,2,True,26
162,descriptive_5,2,0,55
163,descriptive_5,2,1,55
164,descriptive_25,2,circle,63
165,descriptive_25,2,cube,63
166,descriptive_10,2,3,20
167,descriptive_10,2,0,44
168,descriptive_10,2,2,44
169,descriptive_10,2,1,44
170,descriptive_10,2,4,2
171,descriptive_20,2,0,26
172,descriptive_20,2,1,26
173,descriptive_20,2,2,26
174,descriptive_20,2,3,5
175,descriptive_20,2,4,1
176,descriptive_35,2,False,1
177,descriptive_35,2,True,1
178,descriptive_31,2,False,58
179,descriptive_31,2,True,58
180,cause_3,2,0,11
181,cause_3,2,1,11
182,cause_3,2,2,11
183,cause_3,2,3,1
184,descriptive_12,2,0,12
185,descriptive_12,2,1,12
186,descriptive_12,2,2,12
187,descriptive_12,2,3,14
188,descriptive_12,2,4,1
189,descriptive_36,2,True,45
190,descriptive_36,2,False,45
191,prevent_2,2,True,9
192,prevent_2,2,False,9
193,descriptive_33,2,False,4
194,descriptive_33,2,True,4
195,enable_4,2,0,1
196,enable_4,2,1,1
197,enable_4,2,2,1
198,counterfactual_6,2,False,128
199,counterfactual_6,2,True,128
200,descriptive_7,2,0,65
201,descriptive_7,2,2,65
202,descriptive_7,2,1,65
203,descriptive_7,2,3,47
204,descriptive_7,2,4,14
205,descriptive_7,2,5,1
206,cause_2,2,False,45
207,cause_2,2,True,45
208,counterfactual_5,2,0,75
209,counterfactual_5,2,1,75
210,counterfactual_5,2,2,75
211,counterfactual_5,2,3,38
212,counterfactual_5,2,4,4
213,descriptive_19,2,2,23
214,descriptive_19,2,1,23
215,descriptive_19,2,0,23
216,descriptive_19,2,3,3
217,descriptive_19,2,4,1
218,enable_3,2,2,2
219,enable_3,2,1,2
220,enable_3,2,0,2
221,prevent_5,2,3,1
222,prevent_5,2,1,1
223,prevent_5,2,2,1
224,prevent_5,2,0,1
225,counterfactual_2,2,True,46
226,counterfactual_2,2,False,46
227,counterfactual_7,2,True,133
228,counterfactual_7,2,False,133
229,cause_1,2,True,46
230,cause_1,2,False,46
231,descriptive_3,2,0,23
232,descriptive_3,2,3,99
233,descriptive_3,2,4,66
234,descriptive_3,2,2,23
235,descriptive_3,2,1,23
236,descriptive_3,2,5,16
237,descriptive_3,2,7,1
238,descriptive_3,2,6,3
239,descriptive_13,2,2,1
240,descriptive_13,2,1,1
241,descriptive_13,2,0,1
242,prevent_3,2,0,6
243,prevent_3,2,2,6
244,prevent_3,2,1,6
245,descriptive_22,2,gray,30
246,descriptive_22,2,brown,30
247,descriptive_22,2,red,30
248,descriptive_22,2,purple,30
249,descriptive_22,2,cyan,30
250,descriptive_22,2,green,30
251,descriptive_22,2,yellow,30
252,descriptive_22,2,blue,30
253,descriptive_23,2,gray,28
254,descriptive_23,2,yellow,28
255,descriptive_23,2,green,28
256,descriptive_23,2,blue,28
257,descriptive_23,2,cyan,28
258,descriptive_23,2,red,28
259,descriptive_23,2,purple,28
260,descriptive_23,2,brown,28
261,prevent_0,2,False,19
262,prevent_0,2,True,19
263,descriptive_6,2,0,47
264,descriptive_6,2,1,47
265,descriptive_6,2,2,47
266,descriptive_6,2,3,9
267,descriptive_34,2,True,90
268,descriptive_34,2,False,90
269,descriptive_24,2,circle,75
270,descriptive_24,2,cube,75
271,counterfactual_3,2,0,59
272,counterfactual_3,2,3,39
273,counterfactual_3,2,2,59
274,counterfactual_3,2,1,59
275,counterfactual_3,2,4,5
276,counterfactual_1,2,True,48
277,counterfactual_1,2,False,48
278,cause_0,2,False,32
279,cause_0,2,True,32
280,descriptive_37,2,False,6
281,descriptive_37,2,True,6
282,prevent_1,2,False,7
283,prevent_1,2,True,7
284,enable_0,2,False,41
285,enable_0,2,True,41
286,descriptive_2,2,0,68
287,descriptive_2,2,1,68
288,descriptive_2,2,2,68
289,descriptive_2,2,3,33
290,descriptive_2,2,4,5
291,descriptive_2,2,5,1
292,descriptive_30,2,True,83
293,descriptive_30,2,False,83
294,descriptive_15,2,1,69
295,descriptive_15,2,0,69
296,descriptive_15,2,2,69
297,descriptive_15,2,3,53
298,descriptive_15,2,4,14
299,descriptive_15,2,5,1
300,descriptive_8,2,3,12
301,descriptive_8,2,0,22
302,descriptive_8,2,1,22
303,descriptive_8,2,2,22
304,descriptive_8,2,4,2
305,enable_2,2,True,26
306,enable_2,2,False,26
307,descriptive_16,2,0,16
308,descriptive_16,2,3,3
309,descriptive_16,2,1,16
310,descriptive_16,2,2,16
311,descriptive_16,2,4,1
312,descriptive_27,2,False,52
313,descriptive_27,2,True,52
314,descriptive_26,2,True,97
315,descriptive_26,2,False,97
316,counterfactual_4,2,3,47
317,counterfactual_4,2,2,72
318,counterfactual_4,2,1,72
319,counterfactual_4,2,4,12
320,counterfactual_4,2,0,72
321,counterfactual_4,2,5,1
322,descriptive_21,2,0,22
323,descriptive_21,2,1,22
324,descriptive_21,2,2,22
325,descriptive_21,2,3,6
326,enable_1,2,True,23
327,enable_1,2,False,23
328,enable_5,2,0,48
329,enable_5,2,1,48
330,prevent_4,2,1,36
331,prevent_4,2,0,36
332,descriptive_1,2,2,3
333,descriptive_1,2,0,3
334,descriptive_1,2,1,3
335,counterfactual_0,2,False,46
336,counterfactual_0,2,True,46
337,descriptive_28,2,True,103
338,descriptive_28,2,False,103
339,cause_4,2,1,15
340,cause_4,2,2,15
341,cause_4,2,0,15
342,descriptive_18,2,2,27
343,descriptive_18,2,1,27
344,descriptive_18,2,0,27
345,descriptive_18,2,3,4
346,descriptive_18,2,4,1
347,descriptive_14,2,1,34
348,descriptive_14,2,0,34
349,descriptive_14,2,2,34
350,descriptive_14,2,3,18
351,descriptive_9,2,2,3
352,descriptive_9,2,0,3
353,descriptive_9,2,1,3
354,descriptive_11,2,3,61
355,descriptive_11,2,0,53
356,descriptive_11,2,4,22
357,descriptive_11,2,2,53
358,descriptive_11,2,1,53
359,descriptive_11,2,5,3
360,descriptive_0,2,0,21
361,descriptive_0,2,2,21
362,descriptive_0,2,4,17
363,descriptive_0,2,1,21
364,descriptive_0,2,3,27
365,cause_5,2,0,9
366,cause_5,2,1,9
367,cause_5,2,2,9
368,cause_5,2,3,1
369,descriptive_32,3,False,117
370,descriptive_32,3,True,117
371,counterfactual_8,3,True,103
372,counterfactual_8,3,False,103
373,descriptive_4,3,2,20
374,descriptive_4,3,0,20
375,descriptive_4,3,1,20
376,descriptive_4,3,3,4
377,descriptive_17,3,1,14
378,descriptive_17,3,2,14
379,descriptive_17,3,0,14
380,descriptive_29,3,True,2
381,descriptive_29,3,False,2
382,descriptive_5,3,1,3
383,descriptive_5,3,0,3
384,descriptive_5,3,2,3
385,descriptive_25,3,triangle,30
386,descriptive_25,3,circle,30
387,descriptive_25,3,cube,30
388,descriptive_10,3,1,13
389,descriptive_10,3,0,13
390,descriptive_20,3,1,8
391,descriptive_20,3,0,8
392,descriptive_20,3,2,8
393,descriptive_35,3,True,2
394,descriptive_35,3,False,2
395,descriptive_31,3,False,78
396,descriptive_31,3,True,78
397,cause_3,3,1,1
398,cause_3,3,0,1
399,descriptive_12,3,2,18
400,descriptive_12,3,0,18
401,descriptive_12,3,1,18
402,descriptive_12,3,3,1
403,descriptive_36,3,False,107
404,descriptive_36,3,True,107
405,prevent_2,3,False,57
406,prevent_2,3,True,57
407,descriptive_33,3,True,23
408,descriptive_33,3,False,23
409,enable_4,3,1,11
410,enable_4,3,0,11
411,counterfactual_6,3,False,111
412,counterfactual_6,3,True,111
413,descriptive_7,3,2,57
414,descriptive_7,3,0,57
415,descriptive_7,3,1,57
416,descriptive_7,3,3,31
417,cause_2,3,False,14
418,cause_2,3,True,14
419,counterfactual_5,3,2,61
420,counterfactual_5,3,1,61
421,counterfactual_5,3,0,61
422,descriptive_19,3,0,36
423,enable_3,3,0,7
424,enable_3,3,1,7
425,prevent_5,3,1,2
426,prevent_5,3,2,2
427,prevent_5,3,0,2
428,counterfactual_2,3,True,105
429,counterfactual_2,3,False,105
430,counterfactual_7,3,True,15
431,counterfactual_7,3,False,15
432,cause_1,3,True,12
433,cause_1,3,False,12
434,descriptive_3,3,1,31
435,descriptive_3,3,3,45
436,descriptive_3,3,0,31
437,descriptive_3,3,2,31
438,descriptive_13,3,0,1
439,descriptive_13,3,1,1
440,descriptive_13,3,2,1
441,prevent_3,3,1,2
442,prevent_3,3,0,2
443,descriptive_22,3,blue,26
444,descriptive_22,3,brown,26
445,descriptive_22,3,purple,26
446,descriptive_22,3,red,26
447,descriptive_22,3,gray,26
448,descriptive_22,3,yellow,26
449,descriptive_22,3,green,26
450,descriptive_22,3,cyan,26
451,descriptive_23,3,blue,28
452,descriptive_23,3,brown,28
453,descriptive_23,3,purple,28
454,descriptive_23,3,green,28
455,descriptive_23,3,gray,28
456,descriptive_23,3,red,28
457,descriptive_23,3,yellow,28
458,descriptive_23,3,cyan,28
459,prevent_0,3,False,300
460,descriptive_6,3,1,27
461,descriptive_6,3,0,27
462,descriptive_6,3,2,27
463,descriptive_6,3,3,6
464,descriptive_34,3,True,5
465,descriptive_34,3,False,5
466,descriptive_24,3,circle,32
467,descriptive_24,3,triangle,32
468,descriptive_24,3,cube,32
469,counterfactual_3,3,0,77
470,counterfactual_3,3,2,77
471,counterfactual_3,3,1,77
472,counterfactual_1,3,False,6
473,counterfactual_1,3,True,6
474,cause_0,3,False,2
475,cause_0,3,True,2
476,descriptive_37,3,True,24
477,descriptive_37,3,False,24
478,prevent_1,3,True,50
479,prevent_1,3,False,50
480,enable_0,3,False,18
481,enable_0,3,True,18
482,descriptive_2,3,2,41
483,descriptive_2,3,1,41
484,descriptive_2,3,0,41
485,descriptive_2,3,3,6
486,descriptive_30,3,False,100
487,descriptive_30,3,True,100
488,descriptive_15,3,2,37
489,descriptive_15,3,0,37
490,descriptive_15,3,1,37
491,descriptive_15,3,3,18
492,descriptive_8,3,1,11
493,descriptive_8,3,0,11
494,enable_2,3,True,13
495,enable_2,3,False,13
496,descriptive_16,3,1,12
497,descriptive_16,3,2,12
498,descriptive_16,3,0,12
499,descriptive_27,3,True,79
500,descriptive_27,3,False,79
501,descriptive_26,3,False,99
502,descriptive_26,3,True,99
503,counterfactual_4,3,1,19
504,counterfactual_4,3,0,19
505,descriptive_21,3,0,3
506,descriptive_21,3,1,3
507,descriptive_21,3,2,3
508,enable_1,3,True,9
509,enable_1,3,False,9
510,enable_5,3,1,20
511,enable_5,3,0,20
512,prevent_4,3,0,2
513,prevent_4,3,1,2
514,prevent_4,3,2,2
515,descriptive_1,3,0,1
516,descriptive_1,3,2,1
517,descriptive_1,3,1,1
518,counterfactual_0,3,True,94
519,counterfactual_0,3,False,94
520,descriptive_28,3,False,36
521,cause_4,3,1,18
522,cause_4,3,0,18
523,descriptive_18,3,0,36
524,descriptive_14,3,0,35
525,descriptive_14,3,2,35
526,descriptive_14,3,1,35
527,descriptive_14,3,3,6
528,descriptive_9,3,0,2
529,descriptive_9,3,1,2
530,descriptive_11,3,1,36
531,descriptive_11,3,0,36
532,descriptive_0,3,1,33
533,descriptive_0,3,0,33
534,descriptive_0,3,3,13
535,descriptive_0,3,2,33
536,cause_5,3,1,21
537,cause_5,3,0,21
538,descriptive_32,6,True,49
539,descriptive_32,6,False,49
540,counterfactual_8,6,False,125
541,counterfactual_8,6,True,125
542,descriptive_4,6,1,7
543,descriptive_4,6,0,7
544,descriptive_4,6,2,7
545,descriptive_4,6,3,1
546,descriptive_17,6,0,18
547,descriptive_17,6,1,18
548,descriptive_29,6,True,19
549,descriptive_29,6,False,19
550,descriptive_5,6,1,2
551,descriptive_5,6,2,2
552,descriptive_5,6,0,2
553,descriptive_25,6,cube,24
554,descriptive_25,6,circle,24
555,descriptive_25,6,triangle,24
556,descriptive_10,6,0,15
557,descriptive_10,6,1,15
558,descriptive_20,6,0,3
559,descriptive_20,6,2,3
560,descriptive_20,6,1,3
561,descriptive_35,6,False,9
562,descriptive_35,6,True,9
563,descriptive_31,6,False,90
564,descriptive_31,6,True,90
565,cause_3,6,0,300
566,descriptive_12,6,0,7
567,descriptive_12,6,1,7
568,descriptive_12,6,2,7
569,descriptive_12,6,3,1
570,descriptive_36,6,False,46
571,descriptive_36,6,True,46
572,prevent_2,6,False,33
573,prevent_2,6,True,33
574,descriptive_33,6,False,70
575,descriptive_33,6,True,70
576,enable_4,6,0,25
577,enable_4,6,1,25
578,counterfactual_6,6,False,114
579,counterfactual_6,6,True,114
580,descriptive_7,6,2,36
581,descriptive_7,6,1,36
582,descriptive_7,6,0,36
583,descriptive_7,6,3,3
584,cause_2,6,False,223
585,counterfactual_5,6,2,19
586,counterfactual_5,6,0,19
587,counterfactual_5,6,1,19
588,descriptive_19,6,0,42
589,enable_3,6,0,11
590,enable_3,6,1,11
591,prevent_5,6,0,35
592,prevent_5,6,1,35
593,counterfactual_2,6,False,60
594,counterfactual_2,6,True,60
595,counterfactual_7,6,True,17
596,counterfactual_7,6,False,17
597,cause_1,6,False,214
598,descriptive_3,6,2,64
599,descriptive_3,6,0,64
600,descriptive_3,6,3,25
601,descriptive_3,6,1,64
602,descriptive_13,6,0,34
603,descriptive_13,6,1,34
604,prevent_3,6,1,8
605,prevent_3,6,0,8
606,descriptive_22,6,red,24
607,descriptive_22,6,green,24
608,descriptive_22,6,cyan,24
609,descriptive_22,6,brown,24
610,descriptive_22,6,yellow,24
611,descriptive_22,6,blue,24
612,descriptive_22,6,purple,24
613,descriptive_22,6,gray,24
614,descriptive_23,6,yellow,23
615,descriptive_23,6,green,23
616,descriptive_23,6,blue,23
617,descriptive_23,6,brown,23
618,descriptive_23,6,red,23
619,descriptive_23,6,cyan,23
620,descriptive_23,6,gray,23
621,descriptive_23,6,purple,23
622,prevent_0,6,True,3
623,prevent_0,6,False,3
624,descriptive_6,6,0,8
625,descriptive_6,6,2,8
626,descriptive_6,6,1,8
627,descriptive_34,6,False,4
628,descriptive_34,6,True,4
629,descriptive_24,6,cube,28
630,descriptive_24,6,triangle,28
631,descriptive_24,6,circle,28
632,counterfactual_3,6,1,9
633,counterfactual_3,6,0,9
634,counterfactual_3,6,2,9
635,counterfactual_1,6,False,9
636,counterfactual_1,6,True,9
637,cause_0,6,False,42
638,descriptive_37,6,False,71
639,descriptive_37,6,True,71
640,prevent_1,6,True,29
641,prevent_1,6,False,29
642,enable_0,6,False,17
643,enable_0,6,True,17
644,descriptive_2,6,1,27
645,descriptive_2,6,2,27
646,descriptive_2,6,0,27
647,descriptive_2,6,3,1
648,descriptive_30,6,False,26
649,descriptive_30,6,True,26
650,descriptive_15,6,0,48
651,descriptive_15,6,1,48
652,descriptive_15,6,2,48
653,descriptive_15,6,3,3
654,descriptive_8,6,1,17
655,descriptive_8,6,0,17
656,enable_2,6,True,23
657,enable_2,6,False,23
658,descriptive_16,6,2,1
659,descriptive_16,6,1,1
660,descriptive_16,6,0,1
661,descriptive_27,6,False,78
662,descriptive_27,6,True,78
663,descriptive_26,6,True,31
664,descriptive_26,6,False,31
665,counterfactual_4,6,0,24
666,counterfactual_4,6,1,24
667,descriptive_21,6,0,1
668,descriptive_21,6,1,1
669,descriptive_21,6,2,1
670,enable_1,6,False,27
671,enable_1,6,True,27
672,enable_5,6,0,18
673,enable_5,6,1,18
674,prevent_4,6,2,3
675,prevent_4,6,0,3
676,prevent_4,6,1,3
677,descriptive_1,6,2,1
678,descriptive_1,6,0,1
679,descriptive_1,6,1,1
680,counterfactual_0,6,False,45
681,counterfactual_0,6,True,45
682,descriptive_28,6,False,42
683,cause_4,6,0,300
684,descriptive_18,6,0,42
685,descriptive_14,6,1,9
686,descriptive_14,6,0,9
687,descriptive_14,6,2,9
688,descriptive_9,6,0,7
689,descriptive_9,6,1,7
690,descriptive_11,6,0,42
691,descriptive_11,6,1,42
692,descriptive_0,6,2,22
693,descriptive_0,6,0,22
694,descriptive_0,6,3,4
695,descriptive_0,6,1,22
696,cause_5,6,0,300
697,descriptive_32,10,False,139
698,descriptive_32,10,True,139
699,counterfactual_8,10,True,84
700,counterfactual_8,10,False,84
701,descriptive_4,10,1,12
702,descriptive_4,10,2,12
703,descriptive_4,10,0,12
704,descriptive_4,10,3,1
705,descriptive_17,10,0,7
706,descriptive_17,10,2,7
707,descriptive_17,10,1,7
708,descriptive_29,10,True,10
709,descriptive_29,10,False,10
710,descriptive_5,10,2,6
711,descriptive_5,10,1,6
712,descriptive_5,10,0,6
713,descriptive_25,10,circle,48
714,descriptive_25,10,triangle,48
715,descriptive_25,10,cube,48
716,descriptive_10,10,1,5
717,descriptive_10,10,2,5
718,descriptive_10,10,0,5
719,descriptive_20,10,0,42
720,descriptive_20,10,2,42
721,descriptive_20,10,1,42
722,descriptive_35,10,True,32
723,descriptive_35,10,False,32
724,descriptive_31,10,False,33
725,descriptive_31,10,True,33
726,cause_3,10,0,2
727,cause_3,10,1,2
728,descriptive_12,10,2,19
729,descriptive_12,10,0,19
730,descriptive_12,10,1,19
731,descriptive_12,10,3,1
732,descriptive_36,10,False,127
733,descriptive_36,10,True,127
734,prevent_2,10,False,224
735,descriptive_33,10,True,21
736,descriptive_33,10,False,21
737,enable_4,10,0,300
738,counterfactual_6,10,True,113
739,counterfactual_6,10,False,113
740,descriptive_7,10,3,18
741,descriptive_7,10,0,4
742,descriptive_7,10,2,4
743,descriptive_7,10,1,4
744,cause_2,10,True,2
745,cause_2,10,False,2
746,counterfactual_5,10,0,8
747,counterfactual_5,10,1,8
748,counterfactual_5,10,2,8
749,descriptive_19,10,1,2
750,descriptive_19,10,0,2
751,descriptive_19,10,2,2
752,enable_3,10,0,300
753,prevent_5,10,0,300
754,counterfactual_2,10,False,124
755,counterfactual_2,10,True,124
756,counterfactual_7,10,True,76
757,counterfactual_7,10,False,76
758,cause_1,10,False,296
759,descriptive_3,10,2,9
760,descriptive_3,10,1,9
761,descriptive_3,10,0,9
762,descriptive_3,10,3,1
763,descriptive_13,10,2,4
764,descriptive_13,10,0,4
765,descriptive_13,10,1,4
766,prevent_3,10,0,300
767,descriptive_22,10,blue,12
768,descriptive_22,10,purple,12
769,descriptive_22,10,red,12
770,descriptive_22,10,brown,12
771,descriptive_22,10,gray,12
772,descriptive_22,10,cyan,12
773,descriptive_22,10,green,12
774,descriptive_22,10,yellow,12
775,descriptive_23,10,brown,9
776,descriptive_23,10,purple,9
777,descriptive_23,10,green,9
778,descriptive_23,10,gray,9
779,descriptive_23,10,red,9
780,descriptive_23,10,blue,9
781,descriptive_23,10,cyan,9
782,descriptive_23,10,yellow,9
783,prevent_0,10,False,297
784,descriptive_6,10,1,54
785,descriptive_6,10,2,54
786,descriptive_6,10,0,54
787,descriptive_6,10,3,4
788,descriptive_34,10,False,63
789,descriptive_34,10,True,63
790,descriptive_24,10,triangle,43
791,descriptive_24,10,circle,43
792,descriptive_24,10,cube,43
793,counterfactual_3,10,0,37
794,counterfactual_3,10,1,37
795,counterfactual_3,10,2,37
796,counterfactual_1,10,True,53
797,counterfactual_1,10,False,53
798,cause_0,10,False,4
799,cause_0,10,True,4
800,descriptive_37,10,False,36
801,descriptive_37,10,True,36
802,prevent_1,10,False,282
803,enable_0,10,False,218
804,descriptive_2,10,2,2
805,descriptive_2,10,1,2
806,descriptive_2,10,0,2
807,descriptive_2,10,3,1
808,descriptive_30,10,False,114
809,descriptive_30,10,True,114
810,descriptive_15,10,1,44
811,descriptive_15,10,3,76
812,descriptive_15,10,2,44
813,descriptive_8,10,1,5
814,descriptive_8,10,2,5
815,descriptive_8,10,0,5
816,enable_2,10,False,300
817,descriptive_16,10,2,14
818,descriptive_16,10,0,14
819,descriptive_16,10,1,14
820,descriptive_27,10,True,21
821,descriptive_27,10,False,21
822,descriptive_26,10,False,134
823,descriptive_26,10,True,134
824,counterfactual_4,10,1,12
825,counterfactual_4,10,0,12
826,counterfactual_4,10,2,12
827,descriptive_21,10,2,19
828,descriptive_21,10,1,19
829,descriptive_21,10,0,19
830,enable_1,10,False,296
831,enable_5,10,0,300
832,prevent_4,10,0,300
833,descriptive_1,10,1,10
834,descriptive_1,10,0,10
835,counterfactual_0,10,False,111
836,counterfactual_0,10,True,111
837,descriptive_28,10,False,4
838,descriptive_28,10,True,4
839,cause_4,10,0,1
840,cause_4,10,1,1
841,descriptive_18,10,0,1
842,descriptive_18,10,1,1
843,descriptive_18,10,2,1
844,descriptive_14,10,1,63
845,descriptive_14,10,2,63
846,descriptive_14,10,0,63
847,descriptive_14,10,3,15
848,descriptive_9,10,2,1
849,descriptive_9,10,0,1
850,descriptive_9,10,1,1
851,descriptive_11,10,0,25
852,descriptive_11,10,2,25
853,descriptive_11,10,1,25
854,descriptive_11,10,3,3
855,descriptive_0,10,1,2
856,descriptive_0,10,0,2
857,descriptive_0,10,2,2
858,descriptive_0,10,3,1
859,cause_5,10,1,2
860,cause_5,10,0,2
861,descriptive_32,5,False,33
862,descriptive_32,5,True,33
863,counterfactual_8,5,True,111
864,counterfactual_8,5,False,111
865,descriptive_4,5,0,3
866,descriptive_4,5,1,3
867,descriptive_4,5,2,3
868,descriptive_17,5,1,17
869,descriptive_17,5,0,17
870,descriptive_29,5,False,39
871,descriptive_29,5,True,39
872,descriptive_5,5,1,20
873,descriptive_5,5,0,20
874,descriptive_25,5,cube,31
875,descriptive_25,5,circle,31
876,descriptive_25,5,triangle,31
877,descriptive_10,5,0,8
878,descriptive_10,5,2,8
879,descriptive_10,5,1,8
880,descriptive_20,5,0,57
881,descriptive_20,5,1,57
882,descriptive_35,5,False,50
883,descriptive_35,5,True,50
884,descriptive_31,5,False,57
885,descriptive_31,5,True,57
886,cause_3,5,0,5
887,cause_3,5,1,5
888,descriptive_12,5,2,5
889,descriptive_12,5,0,5
890,descriptive_12,5,1,5
891,descriptive_36,5,True,49
892,descriptive_36,5,False,49
893,prevent_2,5,True,9
894,prevent_2,5,False,9
895,descriptive_33,5,True,39
896,descriptive_33,5,False,39
897,enable_4,5,1,2
898,enable_4,5,0,2
899,counterfactual_6,5,False,53
900,counterfactual_6,5,True,53
901,descriptive_7,5,2,43
902,descriptive_7,5,1,43
903,descriptive_7,5,0,43
904,descriptive_7,5,3,1
905,cause_2,5,True,5
906,cause_2,5,False,5
907,counterfactual_5,5,1,41
908,counterfactual_5,5,0,41
909,counterfactual_5,5,2,41
910,descriptive_19,5,1,12
911,descriptive_19,5,0,12
912,enable_3,5,0,300
913,prevent_5,5,1,7
914,prevent_5,5,0,7
915,counterfactual_2,5,True,75
916,counterfactual_2,5,False,75
917,counterfactual_7,5,False,64
918,counterfactual_7,5,True,64
919,cause_1,5,True,4
920,cause_1,5,False,4
921,descriptive_3,5,1,42
922,descriptive_3,5,0,42
923,descriptive_3,5,2,42
924,descriptive_3,5,3,5
925,descriptive_13,5,0,2
926,descriptive_13,5,1,2
927,descriptive_13,5,2,2
928,prevent_3,5,0,9
929,prevent_3,5,1,9
930,descriptive_22,5,purple,17
931,descriptive_22,5,brown,17
932,descriptive_22,5,green,17
933,descriptive_22,5,red,17
934,descriptive_22,5,gray,17
