,simulation_id,template_id,count
421,7,descriptive_13,9
422,7,enable_3,76
423,7,descriptive_27,18
424,7,cause_3,6
425,7,descriptive_12,90
426,7,descriptive_15,131
427,7,descriptive_20,87
428,7,descriptive_2,59
429,7,descriptive_4,34
430,7,descriptive_0,60
431,7,descriptive_31,24
432,7,descriptive_8,18
433,7,descriptive_18,6
434,7,cause_4,53
435,7,descriptive_1,12
436,7,descriptive_21,51
437,7,descriptive_28,22
438,7,descriptive_5,3
439,7,descriptive_33,2
440,7,descriptive_37,4
441,7,prevent_3,20
442,7,descriptive_9,3
443,7,descriptive_10,21
444,7,descriptive_29,8
445,7,prevent_0,2
446,7,descriptive_19,3
447,8,cause_0,2
448,8,cause_3,2
449,8,counterfactual_1,2
450,8,counterfactual_4,4
451,8,counterfactual_6,92
452,8,counterfactual_7,4
453,8,descriptive_1,9
454,8,descriptive_8,4
455,8,descriptive_9,300
456,8,descriptive_11,4
457,8,descriptive_18,2
458,8,descriptive_19,2
459,8,descriptive_22,200
460,8,descriptive_23,216
461,8,descriptive_28,2
462,8,descriptive_29,2
463,8,descriptive_34,2
464,8,descriptive_35,2
465,8,enable_0,2
466,8,enable_3,300
467,8,counterfactual_8,100
468,8,descriptive_2,44
469,8,descriptive_3,112
470,8,descriptive_24,186
471,8,descriptive_25,207
472,8,enable_4,14
473,8,cause_4,50
474,8,counterfactual_5,18
475,8,descriptive_4,64
476,8,descriptive_6,118
477,8,descriptive_27,48
478,8,descriptive_32,74
479,8,descriptive_36,88
480,8,enable_2,8
481,8,counterfactual_0,40
482,8,counterfactual_2,46
483,8,descriptive_0,16
484,8,descriptive_13,40
485,8,descriptive_16,18
486,8,descriptive_37,14
487,8,enable_1,18
488,8,cause_2,54
489,8,descriptive_5,30
490,8,descriptive_31,58
491,8,descriptive_33,10
492,8,descriptive_7,27
493,8,cause_1,54
494,8,descriptive_15,30
495,8,descriptive_20,18
496,8,descriptive_21,14
497,8,descriptive_26,14
498,8,descriptive_30,24
499,8,cause_5,42
500,8,descriptive_17,10
501,8,counterfactual_3,3
502,8,prevent_5,10
503,8,enable_5,14
504,8,descriptive_10,2
505,8,descriptive_14,6
506,8,prevent_4,6
507,8,prevent_0,2
508,8,prevent_2,2
509,8,prevent_3,2
510,8,descriptive_12,3
511,8,prevent_1,2
512,9,cause_1,70
513,9,cause_5,3
514,9,counterfactual_1,56
515,9,counterfactual_2,118
516,9,counterfactual_3,168
517,9,counterfactual_5,192
518,9,counterfactual_6,212
519,9,counterfactual_7,192
520,9,counterfactual_8,268
521,9,descriptive_3,191
522,9,descriptive_7,214
523,9,descriptive_15,243
524,9,descriptive_21,44
525,9,descriptive_22,136
526,9,descriptive_25,96
527,9,descriptive_26,86
528,9,descriptive_27,149
529,9,descriptive_30,120
530,9,descriptive_32,112
531,9,descriptive_33,149
532,9,descriptive_36,142
533,9,descriptive_37,174
534,9,prevent_4,40
535,9,counterfactual_0,88
536,9,descriptive_2,229
537,9,descriptive_8,44
538,9,descriptive_13,52
539,9,descriptive_14,111
540,9,enable_2,42
541,9,prevent_5,66
542,9,cause_3,44
543,9,descriptive_6,74
544,9,descriptive_11,91
545,9,descriptive_12,42
546,9,descriptive_19,40
547,9,descriptive_20,67
548,9,descriptive_23,176
549,9,descriptive_28,20
550,9,descriptive_29,77
551,9,descriptive_34,64
552,9,descriptive_35,77
553,9,enable_1,54
554,9,cause_4,3
555,9,descriptive_0,103
556,9,descriptive_24,60
557,9,prevent_1,28
558,9,descriptive_1,22
559,9,descriptive_16,28
560,9,descriptive_17,27
561,9,prevent_2,34
562,9,prevent_0,58
563,9,cause_0,42
564,9,cause_2,72
565,9,counterfactual_4,71
566,9,descriptive_4,19
567,9,descriptive_10,12
568,9,descriptive_18,30
569,9,descriptive_9,20
570,9,descriptive_5,4
571,9,prevent_3,6
572,9,enable_0,12
573,9,enable_5,6
574,9,enable_3,6
575,9,enable_4,3
576,9,descriptive_31,2
577,1,cause_4,112
578,1,cause_5,118
579,1,counterfactual_0,136
580,1,counterfactual_1,92
581,1,counterfactual_2,188
582,1,counterfactual_3,207
583,1,counterfactual_7,264
584,1,descriptive_1,68
585,1,descriptive_2,79
586,1,descriptive_3,250
587,1,descriptive_10,76
588,1,descriptive_11,232
589,1,descriptive_13,106
590,1,descriptive_16,95
591,1,descriptive_23,248
592,1,descriptive_25,282
593,1,descriptive_26,268
594,1,descriptive_30,254
595,1,descriptive_35,226
596,1,enable_0,92
597,1,counterfactual_4,151
598,1,counterfactual_5,152
599,1,counterfactual_6,234
600,1,counterfactual_8,222
601,1,descriptive_7,151
602,1,descriptive_14,178
603,1,descriptive_15,125
604,1,descriptive_21,45
605,1,descriptive_24,261
606,1,descriptive_32,120
607,1,descriptive_36,140
608,1,prevent_1,36
609,1,descriptive_20,108
610,1,enable_4,38
611,1,descriptive_17,65
612,1,descriptive_22,216
613,1,descriptive_34,186
614,1,prevent_5,146
615,1,descriptive_0,36
616,1,cause_1,74
617,1,descriptive_6,158
618,1,descriptive_4,65
619,1,descriptive_12,64
620,1,prevent_0,28
621,1,descriptive_8,21
622,1,descriptive_28,62
623,1,enable_5,46
624,1,cause_2,78
625,1,enable_1,24
626,1,enable_3,9
627,1,descriptive_18,22
628,1,prevent_4,3
629,1,descriptive_29,42
630,1,descriptive_27,10
631,1,descriptive_31,10
632,1,descriptive_33,4
633,1,descriptive_37,10
634,1,descriptive_19,22
635,1,prevent_2,64
636,1,descriptive_5,6
637,1,cause_3,6
638,1,enable_2,20
639,1,descriptive_9,6
640,1,cause_0,14
641,1,prevent_3,9
